polish_word,english_word,polish_category,english_category,R_c
można,friend,action_words,people,-0.032016
można,girl,action_words,people,-0.256272
można,lady,action_words,people,-0.366675
można,mailman,action_words,people,-0.238353
można,man,action_words,people,-0.171269
można,nurse,action_words,people,-0.124477
można,people,action_words,people,0.474648
można,person,action_words,people,0.114403
można,police,action_words,people,-0.148368
można,sister,action_words,people,-0.15825
można,teacher,action_words,people,-0.133714
można,uncle,action_words,people,-0.140779
można,bath,action_words,games_routines,-0.099522
można,breakfast,action_words,games_routines,0.043749
można,bye,action_words,games_routines,0.286865
można,call,action_words,games_routines,0.544428
można,dinner,action_words,games_routines,0.147729
można,hello,action_words,games_routines,0.048324
można,hi,action_words,games_routines,0.091284
można,lunch,action_words,games_routines,0.229985
można,nap,action_words,games_routines,0.232326
można,no,action_words,games_routines,0.421809
można,pattycake,action_words,games_routines,-0.317678
można,peekaboo,action_words,games_routines,-0.118974
można,please,action_words,games_routines,0.63217
można,shopping,action_words,games_routines,0.111262
można,snack,action_words,games_routines,0.066469
można,yes,action_words,games_routines,0.431239
można,bite,action_words,action_words,0.182921
można,blow,action_words,action_words,0.364466
można,break,action_words,action_words,0.54947
można,bring,action_words,action_words,0.642013
można,build,action_words,action_words,0.55648
można,bump,action_words,action_words,0.180671
można,buy,action_words,action_words,0.516371
można,carry,action_words,action_words,0.532567
można,catch,action_words,action_words,0.50955
można,chase,action_words,action_words,-0.120559
można,clap,action_words,action_words,0.27202
można,clean,action_words,action_words,0.225841
można,climb,action_words,action_words,0.291634
można,close,action_words,action_words,0.346174
można,cook,action_words,action_words,0.294949
można,cover,action_words,action_words,0.170912
można,cry,action_words,action_words,0.449079
można,cut,action_words,action_words,0.327244
można,dance,action_words,action_words,0.044846
można,draw,action_words,action_words,0.543233
można,drive,action_words,action_words,0.46206
można,drop,action_words,action_words,0.439323
można,dry,action_words,action_words,0.088318
można,dump,action_words,action_words,0.405133
można,eat,action_words,action_words,0.419297
można,fall,action_words,action_words,0.292323
można,feed,action_words,action_words,0.283111
można,find,action_words,action_words,0.661354
można,finish,action_words,action_words,0.360263
można,fit,action_words,action_words,0.334205
można,fix,action_words,action_words,0.531332
można,get,action_words,action_words,0.689213
można,give,action_words,action_words,0.665252
można,go,action_words,action_words,0.662311
można,hate,action_words,action_words,0.531432
można,have,action_words,action_words,0.659713
można,hear,action_words,action_words,0.559227
można,help,action_words,action_words,0.632754
można,hide,action_words,action_words,0.36166
można,hit,action_words,action_words,0.389962
można,hold,action_words,action_words,0.560161
można,hug,action_words,action_words,0.190767
można,hurry,action_words,action_words,0.596635
można,jump,action_words,action_words,0.416654
można,kick,action_words,action_words,0.299768
można,kiss,action_words,action_words,0.105448
można,knock,action_words,action_words,0.363662
można,lick,action_words,action_words,0.258108
można,like,action_words,action_words,0.564515
można,listen,action_words,action_words,0.635498
można,look,action_words,action_words,0.542794
można,love,action_words,action_words,0.433877
można,make,action_words,action_words,0.693515
można,open,action_words,action_words,0.312639
można,paint,action_words,action_words,0.04809
można,pick,action_words,action_words,0.573491
można,play,action_words,action_words,0.486326
można,pour,action_words,action_words,0.440995
można,pretend,action_words,action_words,0.602987
można,pull,action_words,action_words,0.454548
można,push,action_words,action_words,0.570385
można,put,action_words,action_words,0.597586
można,read,action_words,action_words,0.568832
można,ride,action_words,action_words,0.285572
można,rip,action_words,action_words,0.413338
można,run,action_words,action_words,0.523509
można,say,action_words,action_words,0.673516
można,see,action_words,action_words,0.593577
można,shake,action_words,action_words,0.414412
można,share,action_words,action_words,0.548528
można,show,action_words,action_words,0.391083
można,sing,action_words,action_words,0.446023
można,sit,action_words,action_words,0.587188
można,skate,action_words,action_words,0.035795
można,sleep,action_words,action_words,0.192348
można,smile,action_words,action_words,0.167422
można,spill,action_words,action_words,0.137842
można,splash,action_words,action_words,0.085951
można,stand,action_words,action_words,0.500773
można,stay,action_words,action_words,0.445684
można,stop,action_words,action_words,0.605435
można,sweep,action_words,action_words,0.260216
można,swim,action_words,action_words,0.217879
można,take,action_words,action_words,0.663863
można,talk,action_words,action_words,0.560144
można,taste,action_words,action_words,0.17935
można,tear,action_words,action_words,0.264798
można,think,action_words,action_words,0.623821
można,throw,action_words,action_words,0.502913
można,tickle,action_words,action_words,0.147336
można,touch,action_words,action_words,0.177618
można,wait,action_words,action_words,0.676846
można,wake,action_words,action_words,0.371454
można,walk,action_words,action_words,0.438948
można,wash,action_words,action_words,0.223407
można,wipe,action_words,action_words,0.425138
można,wish,action_words,action_words,0.564966
można,write,action_words,action_words,0.629912
można,asleep,action_words,descriptive_words,0.112181
można,awake,action_words,descriptive_words,0.240052
można,bad,action_words,descriptive_words,0.252435
można,better,action_words,descriptive_words,0.539098
można,big,action_words,descriptive_words,0.223104
można,black,action_words,descriptive_words,-0.208752
można,blue,action_words,descriptive_words,-0.183406
można,broken,action_words,descriptive_words,0.025415
można,brown,action_words,descriptive_words,-0.267815
można,careful,action_words,descriptive_words,0.549788
można,cold,action_words,descriptive_words,0.043994
można,cute,action_words,descriptive_words,0.020651
można,dark,action_words,descriptive_words,-0.060498
można,dirty,action_words,descriptive_words,0.106281
można,empty,action_words,descriptive_words,0.187488
można,fast,action_words,descriptive_words,0.38773
można,fine,action_words,descriptive_words,0.389415
można,first,action_words,descriptive_words,0.233965
można,full,action_words,descriptive_words,0.34572
można,gentle,action_words,descriptive_words,0.167111
można,good,action_words,descriptive_words,0.410325
można,green,action_words,descriptive_words,-0.155532
można,happy,action_words,descriptive_words,0.400041
można,hard,action_words,descriptive_words,0.452801
można,heavy,action_words,descriptive_words,0.059226
można,high,action_words,descriptive_words,0.139268
można,hot,action_words,descriptive_words,0.05571
można,hungry,action_words,descriptive_words,0.289316
można,hurt,action_words,descriptive_words,0.351401
można,last,action_words,descriptive_words,0.228185
można,little,action_words,descriptive_words,0.298931
można,long,action_words,descriptive_words,0.465489
można,loud,action_words,descriptive_words,0.278349
można,mad,action_words,descriptive_words,0.178904
można,naughty,action_words,descriptive_words,0.038118
można,new,action_words,descriptive_words,0.13949
można,nice,action_words,descriptive_words,0.377632
można,noisy,action_words,descriptive_words,0.138309
można,old,action_words,descriptive_words,-0.014434
można,poor,action_words,descriptive_words,0.104026
można,pretty,action_words,descriptive_words,0.335978
można,quiet,action_words,descriptive_words,0.232315
można,red,action_words,descriptive_words,-0.202755
można,sad,action_words,descriptive_words,0.270882
można,scared,action_words,descriptive_words,0.36103
można,sick,action_words,descriptive_words,0.162323
można,sleepy,action_words,descriptive_words,0.11117
można,slow,action_words,descriptive_words,0.382626
można,soft,action_words,descriptive_words,0.070868
można,sticky,action_words,descriptive_words,0.038354
można,stuck,action_words,descriptive_words,0.220124
można,thirsty,action_words,descriptive_words,0.270796
można,tiny,action_words,descriptive_words,0.034306
można,tired,action_words,descriptive_words,0.318132
można,wet,action_words,descriptive_words,-0.029717
można,white,action_words,descriptive_words,-0.181957
można,windy,action_words,descriptive_words,0.116065
można,yellow,action_words,descriptive_words,-0.212008
można,yucky,action_words,descriptive_words,0.131268
można,after,action_words,time_words,0.333643
można,before,action_words,time_words,0.463096
można,day,action_words,time_words,0.301902
można,later,action_words,time_words,0.254559
można,morning,action_words,time_words,0.211162
można,night,action_words,time_words,0.147714
można,now,action_words,time_words,0.476222
można,time,action_words,time_words,0.461542
można,today,action_words,time_words,0.382468
można,tomorrow,action_words,time_words,0.416995
można,tonight,action_words,time_words,0.410853
można,yesterday,action_words,time_words,0.272362
można,he,action_words,pronouns,0.132893
można,her,action_words,pronouns,0.008941
można,hers,action_words,pronouns,-0.104299
można,him,action_words,pronouns,0.270517
można,his,action_words,pronouns,-0.063956
można,I,action_words,pronouns,0.578324
można,it,action_words,pronouns,0.557047
można,me,action_words,pronouns,0.513565
można,mine,action_words,pronouns,0.019264
można,my,action_words,pronouns,0.225199
można,myself,action_words,pronouns,0.542623
można,our,action_words,pronouns,0.414495
można,she,action_words,pronouns,0.111105
można,that,action_words,pronouns,0.453638
można,their,action_words,pronouns,0.390621
można,them,action_words,pronouns,0.634368
można,these,action_words,pronouns,0.473403
można,they,action_words,pronouns,0.662927
można,this,action_words,pronouns,0.396972
można,those,action_words,pronouns,0.49481
można,us,action_words,pronouns,0.578161
można,we,action_words,pronouns,0.622762
można,you,action_words,pronouns,0.676905
można,your,action_words,pronouns,0.464241
można,yourself,action_words,pronouns,0.613055
można,how,action_words,question_words,0.604579
można,what,action_words,question_words,0.518751
można,when,action_words,question_words,0.502504
można,where,action_words,question_words,0.463174
można,which,action_words,question_words,0.306092
można,who,action_words,question_words,0.232664
można,why,action_words,question_words,0.546896
można,about,action_words,locations,0.598559
można,above,action_words,locations,0.195797
można,around,action_words,locations,0.333072
można,at,action_words,locations,0.375033
można,away,action_words,locations,0.413616
można,back,action_words,locations,0.273143
można,behind,action_words,locations,0.1643
można,beside,action_words,locations,0.206156
można,by,action_words,locations,0.257997
można,down,action_words,locations,0.344944
można,for,action_words,locations,0.54802
można,here,action_words,locations,0.488497
można,into,action_words,locations,0.297112
można,of,action_words,locations,0.024912
można,off,action_words,locations,0.326501
można,on,action_words,locations,0.29207
można,out,action_words,locations,0.462048
można,over,action_words,locations,0.42154
można,there,action_words,locations,0.517048
można,to,action_words,locations,0.680447
można,under,action_words,locations,0.122956
można,up,action_words,locations,0.477338
można,with,action_words,locations,0.404865
można,a,action_words,quantifiers,0.369785
można,all,action_words,quantifiers,0.519257
można,an,action_words,quantifiers,0.282466
można,another,action_words,quantifiers,0.392494
można,any,action_words,quantifiers,0.512276
można,each,action_words,quantifiers,0.263607
można,every,action_words,quantifiers,0.423123
można,more,action_words,quantifiers,0.635926
można,much,action_words,quantifiers,0.536567
można,none,action_words,quantifiers,0.412222
można,not,action_words,quantifiers,0.614074
można,other,action_words,quantifiers,0.352292
można,same,action_words,quantifiers,0.295324
można,some,action_words,quantifiers,0.519588
można,the,action_words,quantifiers,0.158272
można,too,action_words,quantifiers,0.479209
można,am,action_words,helping_verbs,0.412943
można,are,action_words,helping_verbs,0.576452
można,be,action_words,helping_verbs,0.64326
można,could,action_words,helping_verbs,0.697196
można,do,action_words,helping_verbs,0.755255
można,does,action_words,helping_verbs,0.63836
można,don't,action_words,helping_verbs,0.545304
można,is,action_words,helping_verbs,0.350551
można,was,action_words,helping_verbs,0.192265
można,were,action_words,helping_verbs,0.410882
można,will,action_words,helping_verbs,0.704557
można,would,action_words,helping_verbs,0.688769
można,and,action_words,connecting_words,0.541878
można,because,action_words,connecting_words,0.576799
można,but,action_words,connecting_words,0.591834
można,if,action_words,connecting_words,0.689697
można,so,action_words,connecting_words,0.6497
można,then,action_words,connecting_words,0.63269
trzeba,grrr,action_words,sounds,0.290094
trzeba,meow,action_words,sounds,-0.146504
trzeba,moo,action_words,sounds,-0.252877
trzeba,ouch,action_words,sounds,0.224196
trzeba,vroom,action_words,sounds,-0.193962
trzeba,alligator,action_words,animals,-0.351732
trzeba,animal,action_words,animals,-0.24403
trzeba,ant,action_words,animals,-0.273745
trzeba,bear,action_words,animals,-0.05682
trzeba,bee,action_words,animals,-0.344684
trzeba,bird,action_words,animals,-0.203792
trzeba,bug,action_words,animals,-0.120064
trzeba,bunny,action_words,animals,-0.379302
trzeba,butterfly,action_words,animals,-0.340054
trzeba,cat,action_words,animals,-0.239391
trzeba,chicken,action_words,animals,-0.139262
trzeba,cow,action_words,animals,-0.21182
trzeba,deer,action_words,animals,-0.300306
trzeba,dog,action_words,animals,-0.184486
trzeba,donkey,action_words,animals,-0.270154
trzeba,duck,action_words,animals,-0.144833
trzeba,elephant,action_words,animals,-0.310326
trzeba,fish,action_words,animals,-0.098322
trzeba,frog,action_words,animals,-0.268212
trzeba,giraffe,action_words,animals,-0.289756
trzeba,goose,action_words,animals,-0.198525
trzeba,hen,action_words,animals,-0.210158
trzeba,horse,action_words,animals,-0.180107
trzeba,kitty,action_words,animals,-0.336473
trzeba,lamb,action_words,animals,-0.239419
trzeba,lion,action_words,animals,-0.325323
trzeba,monkey,action_words,animals,-0.296992
trzeba,moose,action_words,animals,-0.336824
trzeba,mouse,action_words,animals,-0.253874
trzeba,owl,action_words,animals,-0.349482
trzeba,penguin,action_words,animals,-0.284776
trzeba,pig,action_words,animals,-0.201916
trzeba,pony,action_words,animals,-0.195778
trzeba,puppy,action_words,animals,-0.117163
trzeba,rooster,action_words,animals,-0.272959
trzeba,sheep,action_words,animals,-0.247362
trzeba,squirrel,action_words,animals,-0.372208
trzeba,teddybear,action_words,animals,-0.406311
trzeba,tiger,action_words,animals,-0.329346
trzeba,turkey,action_words,animals,-0.237561
trzeba,turtle,action_words,animals,-0.320106
trzeba,wolf,action_words,animals,-0.313481
trzeba,zebra,action_words,animals,-0.374588
trzeba,airplane,action_words,vehicles,-0.174378
trzeba,bicycle,action_words,vehicles,-0.262125
trzeba,boat,action_words,vehicles,-0.103228
trzeba,bus,action_words,vehicles,-0.082601
trzeba,car,action_words,vehicles,-0.071585
trzeba,firetruck,action_words,vehicles,-0.322488
trzeba,helicopter,action_words,vehicles,-0.25036
trzeba,motorcycle,action_words,vehicles,-0.266977
trzeba,sled,action_words,vehicles,-0.228441
trzeba,stroller,action_words,vehicles,-0.096723
trzeba,tractor,action_words,vehicles,-0.194716
trzeba,train,action_words,vehicles,0.057465
trzeba,tricycle,action_words,vehicles,-0.276745
trzeba,truck,action_words,vehicles,-0.209768
trzeba,ball,action_words,toys,-0.193129
trzeba,balloon,action_words,toys,-0.302576
trzeba,bat,action_words,toys,-0.213751
trzeba,block,action_words,toys,0.106401
trzeba,book,action_words,toys,0.152611
trzeba,bubbles,action_words,toys,-0.029273
trzeba,chalk,action_words,toys,-0.029553
trzeba,crayon,action_words,toys,-0.289506
trzeba,doll,action_words,toys,-0.342933
trzeba,game,action_words,toys,0.114746
trzeba,glue,action_words,toys,-0.0882
trzeba,pen,action_words,toys,-0.057222
trzeba,pencil,action_words,toys,-0.156364
trzeba,present,action_words,toys,0.357195
trzeba,puzzle,action_words,toys,-0.149854
trzeba,story,action_words,toys,0.093863
trzeba,toy,action_words,toys,-0.197879
trzeba,apple,action_words,food_drink,-0.247725
trzeba,applesauce,action_words,food_drink,-0.070732
trzeba,banana,action_words,food_drink,-0.271165
trzeba,beans,action_words,food_drink,-0.046888
trzeba,bread,action_words,food_drink,-0.104956
trzeba,butter,action_words,food_drink,-0.195817
trzeba,cake,action_words,food_drink,-0.13765
trzeba,candy,action_words,food_drink,-0.156842
trzeba,carrots,action_words,food_drink,-0.187777
trzeba,cereal,action_words,food_drink,-0.148887
trzeba,cheerios,action_words,food_drink,-0.157119
trzeba,cheese,action_words,food_drink,-0.202978
trzeba,chocolate,action_words,food_drink,-0.205887
trzeba,coffee,action_words,food_drink,-0.010187
trzeba,coke,action_words,food_drink,-0.169898
trzeba,cookie,action_words,food_drink,-0.051664
trzeba,corn,action_words,food_drink,-0.237956
trzeba,cracker,action_words,food_drink,-0.210936
trzeba,donut,action_words,food_drink,-0.15247
trzeba,drink,action_words,food_drink,0.251175
trzeba,egg,action_words,food_drink,-0.168141
trzeba,food,action_words,food_drink,0.024848
trzeba,grapes,action_words,food_drink,-0.218968
trzeba,gum,action_words,food_drink,-0.225025
trzeba,hamburger,action_words,food_drink,-0.075195
trzeba,ice,action_words,food_drink,-0.21763
trzeba,jello,action_words,food_drink,-0.142427
